4.0,Optic_disc,3,1075,710,0.92632824
8.0,Optic_disc,3,1076,710,0.9434474
8.0,Optic_disc,3,1075,710,0.9586091
14.0,Optic_disc,3,1075,708,0.94818944
16.0,Optic_disc,3,1075,710,0.9496313
18.0,Optic_disc,3,1076,711,0.93671656
20.0,Optic_disc,3,1077,711,0.9449226
22.0,Optic_disc,3,1076,708,0.9704057
22.0,Optic_disc,3,1078,709,0.96707034
26.0,Optic_disc,3,1076,709,0.9653377
26.0,Optic_disc,3,1077,707,0.95359975
30.0,Optic_disc,3,1077,708,0.96947944
30.0,Optic_disc,3,1076,707,0.96533495
32.0,Optic_disc,3,1076,707,0.9686581
36.0,Optic_disc,3,1075,706,0.9662955
36.0,Optic_disc,3,1075,707,0.97046494
38.0,Optic_disc,3,1075,707,0.9532416
42.0,Optic_disc,3,1075,706,0.96646565
42.0,Optic_disc,3,1075,705,0.970697
44.0,Optic_disc,3,1076,704,0.96686304
46.0,Optic_disc,3,1076,704,0.9657071
48.0,Optic_disc,3,1076,704,0.9683823
52.0,Optic_disc,3,1076,704,0.9603668
54.0,Optic_disc,3,1076,704,0.95503986
54.0,Optic_disc,3,1075,704,0.9540024
58.0,Optic_disc,3,1076,705,0.9615668
60.0,Optic_disc,3,1076,704,0.96001816
62.0,Optic_disc,3,1075,706,0.9600687
62.0,Optic_disc,3,1075,705,0.966685
66.0,Optic_disc,3,1075,706,0.96974397
68.0,Optic_disc,3,1075,705,0.95739686
68.0,Optic_disc,3,1076,704,0.9391031
70.0,Optic_disc,3,1075,704,0.95237416
74.0,Optic_disc,3,1074,699,0.9636562
76.0,Optic_disc,3,1072,697,0.96273685
78.0,Optic_disc,3,1068,694,0.94459426
80.0,Optic_disc,3,1065,692,0.9712224
80.0,Optic_disc,3,1060,690,0.969468
82.0,Optic_disc,3,1058,687,0.94378185
84.0,Optic_disc,3,1057,686,0.92851895
88.0,Optic_disc,3,1057,688,0.9447548
90.0,Optic_disc,3,1055,693,0.92860067
90.0,Optic_disc,3,1056,697,0.96487546
94.0,Optic_disc,3,1056,704,0.9747593
96.0,Optic_disc,3,1064,706,0.9660022
98.0,Optic_disc,3,1076,709,0.9354219
100.0,Optic_disc,3,1086,706,0.98713684
100.0,Optic_disc,3,1088,710,0.9887171
102.0,Optic_disc,3,1090,713,0.97737586
104.0,Optic_disc,3,1092,711,0.9695469
106.0,Optic_disc,3,1098,710,0.9052936
108.0,Optic_disc,3,1101,711,0.8225035
112.0,Optic_disc,3,1104,711,0.8523025
114.0,Optic_disc,3,1101,717,0.85400754
114.0,Optic_disc,3,1101,717,0.81443566
118.0,Optic_disc,3,1100,720,0.8554659
120.0,Optic_disc,3,1101,718,0.9138948
122.0,Optic_disc,3,1100,721,0.8513383
124.0,Optic_disc,3,1096,722,0.80120695
124.0,Optic_disc,3,1080,725,0.9375509
126.0,Optic_disc,3,1074,731,0.9447152
128.0,Optic_disc,3,1071,732,0.9280181
132.0,Optic_disc,3,1070,730,0.9539009
132.0,Optic_disc,3,1067,731,0.92625713
134.0,Optic_disc,3,1060,733,0.96300143
138.0,Optic_disc,3,1041,728,0.9696814
140.0,Optic_disc,3,1033,720,0.9711652
142.0,Optic_disc,3,1027,712,0.982928
142.0,Optic_disc,3,1022,709,0.98513424
144.0,Optic_disc,3,1016,698,0.972807
146.0,Optic_disc,3,1016,697,0.9828584
150.0,Optic_disc,3,1018,696,0.9920277
152.0,Optic_disc,3,1022,703,0.98078835
154.0,Optic_disc,3,1026,703,0.97060364
156.0,Optic_disc,3,1024,706,0.98942626
156.0,Optic_disc,3,1019,705,0.99047744
158.0,Optic_disc,3,1016,703,0.9829249
160.0,Optic_disc,3,1013,704,0.9884624
164.0,Optic_disc,3,1011,709,0.9895782
166.0,Optic_disc,3,1000,714,0.9943404
166.0,Optic_disc,3,992,718,0.9958973
168.0,Optic_disc,3,983,714,0.98978794
170.0,Optic_disc,3,981,714,0.9892754
174.0,Optic_disc,3,980,717,0.97307104
174.0,Optic_disc,3,980,723,0.95543104
176.0,Optic_disc,3,978,724,0.97770476
178.0,Optic_disc,3,980,724,0.979891
